-2.46,1.82,9.28,0.01,0.03,-0.03,4.89,-57.77,65.39
-2.46,1.73,9.40,-0.01,0.03,0.01,4.89,-57.77,65.39
-2.44,1.68,9.22,-0.02,0.02,-0.01,5.40,-58.29,66.06
-2.50,1.71,9.20,-0.02,0.00,0.01,5.40,-58.29,66.06
-2.44,1.71,9.21,0.02,0.02,-0.03,4.51,-56.94,64.72
-2.42,1.60,9.32,-0.01,0.01,-0.01,4.51,-56.94,64.72
-2.52,1.71,9.26,-0.03,-0.00,-0.02,4.75,-55.86,64.70
-2.51,1.66,9.15,-0.01,-0.01,0.06,4.75,-55.86,64.70
-2.52,1.67,9.19,-0.02,0.02,-0.01,3.88,-57.06,64.99
-2.48,1.71,9.20,0.01,0.03,0.02,5.69,-57.83,65.39
-2.46,1.58,9.29,0.03,0.01,0.00,3.93,-57.86,65.94
-2.39,1.67,9.24,0.00,0.01,-0.02,4.29,-58.17,64.20
-2.42,1.64,9.18,0.02,-0.00,0.04,4.90,-57.75,64.46
-2.47,1.79,9.29,-0.02,0.03,0.04,4.53,-59.12,63.41
-2.37,1.70,9.17,0.01,-0.00,-0.03,4.48,-58.67,65.01
-2.44,1.69,9.24,0.00,0.03,0.03,4.40,-57.56,64.59
-2.63,1.80,9.22,-0.01,0.01,0.03,5.01,-59.36,65.68
-2.44,1.53,9.30,0.01,0.01,-0.01,5.01,-59.36,65.68
-2.60,1.57,9.30,0.01,0.01,0.01,4.28,-58.19,65.14
-2.33,1.71,9.26,0.01,0.02,0.03,4.28,-58.19,65.14
-2.42,1.62,9.38,-0.01,0.02,0.01,3.64,-56.10,65.11
-2.45,1.63,9.23,-0.02,0.01,-0.01,3.64,-56.10,65.11
-2.58,1.64,9.23,0.04,0.04,-0.00,3.68,-56.56,64.45
-2.51,1.75,9.22,-0.01,-0.02,0.05,3.68,-56.56,64.45
-2.40,1.65,9.12,-0.03,-0.00,-0.01,4.48,-58.67,65.01
-2.49,1.45,9.15,-0.01,-0.03,0.01,5.38,-60.00,65.02
-2.47,1.58,9.30,0.02,0.02,0.01,3.55,-58.90,64.09
-2.42,1.70,9.23,-0.01,0.01,0.04,3.93,-57.86,65.54
-2.45,1.73,9.22,0.02,0.02,0.00,4.23,-57.39,64.73
-2.48,1.62,9.24,0.00,0.02,0.02,5.34,-57.49,65.38
-2.41,1.71,9.14,0.01,0.02,0.03,4.54,-57.43,65.12
-2.46,1.64,9.17,-0.01,0.01,-0.01,4.69,-59.31,64.75
-2.52,1.65,9.09,-0.03,-0.01,0.03,4.60,-58.23,65.67
-2.45,1.66,9.14,-0.01,0.02,-0.01,5.78,-56.90,65.50
-2.54,1.72,9.12,0.03,0.02,0.03,3.53,-58.93,65.69
-2.45,1.60,9.25,-0.01,0.03,0.00,3.53,-58.93,65.69
-2.34,1.64,9.22,-0.00,0.02,-0.03,4.96,-58.54,64.47
-2.40,1.69,9.22,0.00,0.01,0.00,4.96,-58.54,64.47
-2.45,1.70,9.32,-0.00,0.05,0.01,5.32,-59.21,65.28
-2.45,1.68,9.13,-0.02,0.03,0.01,5.32,-59.21,65.28
-2.37,1.65,9.17,0.01,0.03,-0.02,5.75,-58.62,65.13
-2.45,1.62,9.20,-0.01,0.01,0.02,5.75,-58.62,65.13
-2.40,1.68,9.11,-0.00,-0.00,0.03,4.75,-57.90,64.33
-2.51,1.73,9.13,0.01,-0.00,0.05,4.89,-57.76,64.73
-2.44,1.70,9.22,0.03,0.00,-0.03,5.23,-57.93,64.32
-2.42,1.71,9.13,-0.01,0.03,0.03,4.67,-57.13,65.52
-2.48,1.64,9.06,-0.01,0.04,-0.01,5.17,-57.15,64.58
-2.40,1.50,9.26,-0.00,0.02,-0.00,5.87,-57.99,64.59
-2.56,1.70,9.10,-0.01,0.01,0.01,3.91,-57.53,65.00
-2.49,1.64,9.12,0.01,-0.04,-0.01,4.81,-58.69,64.34
-2.53,1.64,9.12,-0.02,0.04,0.02,3.81,-58.14,64.21
-2.46,1.57,9.13,0.02,-0.01,0.01,5.38,-57.80,64.72
-2.49,1.66,9.18,0.03,-0.00,-0.00,5.73,-58.29,64.73
-2.13,1.30,9.26,-0.01,0.01,-0.01,5.73,-58.29,64.73
-3.03,1.47,11.70,-2.33,0.80,0.26,5.41,-60.32,65.03
-2.52,1.60,9.18,-1.24,0.44,0.42,5.41,-60.32,65.03
-3.30,1.25,8.37,-0.87,0.41,0.13,1.93,-58.81,65.71
-3.22,1.07,8.75,-0.61,0.20,0.22,1.93,-58.81,65.71
-3.17,0.95,9.32,-0.75,-0.01,0.10,2.67,-58.07,65.15
-2.65,1.27,9.48,-0.69,-0.12,0.21,1.66,-57.36,65.02
-2.59,1.14,9.26,-0.73,-0.11,0.11,1.82,-59.24,64.11
-2.50,0.79,9.26,-0.39,-0.11,0.19,2.81,-57.77,65.55
-2.64,0.89,9.21,-0.23,-0.06,0.18,1.25,-58.27,65.17
-2.52,0.48,9.48,-0.02,-0.15,0.17,1.70,-57.65,63.69
-2.46,0.52,9.37,0.12,0.04,0.20,0.24,-57.57,65.30
-2.51,0.68,9.23,0.23,0.06,0.25,1.74,-60.34,64.80
-2.68,0.46,9.56,0.18,-0.06,0.32,1.47,-58.90,64.11
-2.61,0.26,9.67,0.10,-0.08,0.35,1.55,-57.99,65.43
-0.87,-1.07,9.41,-0.26,0.97,-0.05,2.37,-58.37,65.69
-2.62,1.01,10.63,0.12,0.48,0.48,2.37,-58.37,65.69
-3.06,0.61,9.05,-0.58,-0.40,0.66,0.81,-58.70,64.78
-2.42,0.96,8.85,-0.60,0.33,0.52,0.81,-58.70,64.78
-3.02,1.46,9.26,-0.42,0.42,0.48,1.18,-57.15,64.22
-3.49,0.90,9.24,-0.43,0.03,0.37,1.18,-57.15,64.22
-3.93,0.11,8.95,-0.03,0.01,0.27,0.50,-56.79,64.62
-4.19,-0.49,9.01,-0.03,-0.04,-0.01,0.50,-56.79,64.62
-4.19,-0.11,8.97,0.11,-0.15,-0.18,0.50,-59.01,65.72
-2.47,4.32,9.82,0.33,-0.03,-0.68,0.45,-58.20,64.51
-0.98,3.56,10.53,-0.37,0.22,-0.64,0.24,-57.56,64.63
-1.97,1.11,9.24,-0.69,-0.14,-0.08,0.36,-59.15,65.59
-3.16,0.70,8.75,-0.51,-0.09,-0.17,1.52,-59.70,65.06
-3.54,0.58,9.28,-0.13,0.12,-0.41,-0.58,-57.18,64.37
-3.88,0.92,9.57,-0.10,0.16,-0.48,1.61,-58.77,65.17
-3.35,1.66,9.20,0.01,0.26,-0.32,1.23,-57.96,65.16
-1.80,-0.24,9.41,0.12,0.09,-0.19,1.78,-58.94,65.31
-2.18,-0.79,9.44,0.13,-0.08,-0.09,2.48,-59.62,65.18
-3.00,-0.48,9.89,0.25,0.09,-0.09,0.74,-57.93,65.70
-3.27,0.22,10.34,0.29,-0.07,-0.05,0.74,-57.93,65.70
-3.19,1.29,11.02,0.29,0.02,-0.21,2.53,-60.43,66.13
-3.25,0.61,11.26,0.01,-0.16,-0.25,2.53,-60.43,66.13
-3.68,0.05,11.56,-0.29,-0.54,-0.23,1.37,-59.85,65.19
-3.33,-0.13,11.50,-0.55,-0.59,-0.21,1.37,-59.85,65.19
-3.39,-0.12,11.57,-0.45,-0.64,-0.14,-0.31,-58.61,64.25
-3.65,-0.03,11.81,-0.34,-0.70,-0.04,-0.31,-58.61,64.25
-3.58,0.49,11.77,-0.20,-0.82,0.01,0.24,-57.56,64.63
-3.26,1.18,11.30,-0.13,-0.78,0.12,0.55,-57.61,65.97
-3.19,1.42,11.27,-0.03,-0.80,0.10,2.65,-59.79,65.05
-2.89,1.30,11.25,0.18,-0.77,0.16,1.17,-57.16,64.48
-2.80,1.42,11.16,0.48,-0.75,0.12,0.42,-55.69,64.60
-2.87,1.46,10.82,0.66,-0.81,0.24,1.62,-58.75,64.24
-3.44,0.96,10.52,0.26,-1.36,0.35,2.57,-56.46,63.79
-2.56,0.23,10.69,-0.01,-1.29,0.43,-0.15,-56.59,64.75
-2.35,-0.41,10.60,-0.16,-1.24,0.44,1.13,-56.34,62.87
-2.28,-0.65,10.80,-0.32,-1.31,0.33,1.13,-56.34,62.87
-2.23,-0.54,10.73,-0.44,-1.34,0.31,-2.66,-54.95,62.75
-1.93,-0.42,10.41,-0.62,-1.25,0.00,-2.66,-54.95,62.75
-1.67,-0.30,9.95,-0.71,-1.21,-0.15,-0.49,-54.02,62.98
-1.55,-0.18,9.26,-0.78,-1.18,-0.34,-0.49,-54.02,62.98
-1.84,0.04,8.88,-0.77,-1.19,-0.45,-1.05,-53.03,62.57
-1.55,-0.00,9.04,-0.85,-1.34,-0.44,-1.05,-53.03,62.57
-0.94,0.23,9.78,-1.01,-1.38,-0.50,-2.12,-51.53,62.69
-0.97,0.72,9.25,-1.04,-1.52,-0.50,-2.12,-51.53,62.69
-0.95,0.92,8.85,-1.07,-1.69,-0.47,-2.74,-51.61,60.96
-0.55,0.47,8.47,-1.24,-1.88,-0.51,-3.57,-51.25,61.90
1.46,-0.01,8.55,-1.39,-1.90,-1.06,-5.40,-52.18,60.33
0.83,-0.68,8.12,-1.58,-1.51,-1.07,-4.87,-48.77,60.27
0.76,-1.17,6.73,-1.40,-1.35,-1.34,-3.47,-50.28,59.88
1.14,0.56,6.50,-0.93,-1.36,-1.63,-3.83,-49.79,60.54
1.62,-1.00,6.66,-0.37,-1.20,-1.65,-4.53,-48.76,58.79
0.89,-0.40,7.75,-0.10,-1.19,-1.28,-4.01,-49.10,57.86
0.47,-0.16,8.90,-0.19,-1.04,-0.92,-3.94,-48.18,58.91
1.27,0.18,9.76,-0.79,-0.88,-0.66,-3.94,-48.18,58.91
1.47,0.30,9.91,-1.54,-0.77,-0.64,-3.62,-48.21,58.91
1.24,-0.04,9.49,-1.64,-0.76,-0.50,-3.62,-48.21,58.91
1.72,-0.48,9.29,-1.08,-0.82,-0.40,-5.21,-48.23,58.39
2.04,-1.07,9.12,-0.33,-0.81,-0.23,-5.21,-48.23,58.39
2.25,-1.53,8.67,0.11,-0.61,-0.27,-5.26,-45.38,57.28
2.43,-1.33,8.33,0.16,-0.49,-0.41,-5.26,-45.38,57.28
2.16,-1.09,8.24,-0.11,-0.47,-0.55,-4.98,-44.60,56.06
2.33,-1.03,8.30,-0.06,-0.40,-0.77,-4.78,-45.25,56.47
1.83,-1.70,7.87,-0.40,-0.44,-0.77,-3.11,-46.17,56.73
1.60,-1.19,7.84,-0.80,-0.51,-0.84,-3.96,-45.64,57.14
2.23,-1.14,8.74,-0.97,-0.27,-0.69,-3.64,-47.34,54.75
2.23,-1.17,9.21,-1.00,-0.17,-0.72,-3.94,-45.61,55.53
2.17,-1.08,9.66,-0.99,-0.13,-0.66,-4.41,-43.69,55.51
2.05,-1.32,9.01,-0.83,-0.41,-0.62,-2.75,-46.48,55.53
2.42,-1.26,9.28,-0.41,-0.27,-0.49,-2.48,-45.87,55.39
2.41,-0.83,8.87,0.03,-0.19,-0.39,-3.94,-45.60,55.26
2.40,-0.70,8.61,0.50,-0.06,-0.36,-3.91,-46.09,56.21
2.55,-0.81,9.14,0.90,0.18,-0.32,-3.91,-46.09,56.21
2.38,-1.08,8.06,0.84,0.93,-0.22,-2.81,-45.68,54.85
1.71,0.31,7.64,0.32,1.38,0.11,-2.81,-45.68,54.85
1.26,0.46,8.78,-0.30,1.89,0.48,-1.62,-44.70,56.43
0.67,-0.16,10.47,-0.71,1.72,0.85,-1.62,-44.70,56.43
0.33,-2.62,10.50,-0.77,0.67,1.04,-3.31,-47.72,56.49
1.89,-2.67,9.92,-0.48,0.48,1.05,-3.31,-47.72,56.49
2.13,-1.59,9.62,0.08,0.54,0.84,-3.91,-46.44,58.08
1.36,-1.83,9.32,0.31,0.50,0.76,-3.61,-48.19,57.97
0.91,-1.87,9.19,0.35,0.34,0.65,-5.08,-47.76,57.58
1.26,-1.90,9.19,0.24,0.26,0.52,-3.64,-47.89,58.91
1.42,-1.83,9.21,0.15,0.34,0.27,-4.81,-46.98,56.63
0.92,-1.43,9.70,0.01,0.60,0.04,-4.21,-46.39,56.21
1.14,-1.59,9.49,-0.10,0.85,-0.03,-4.09,-46.29,58.88
0.89,-1.77,9.44,-0.29,1.66,-0.24,-4.25,-48.13,57.58
0.56,-1.71,9.41,-0.51,1.84,-0.25,-4.08,-46.27,57.95
-0.18,-1.46,9.24,-0.64,1.72,-0.17,-4.77,-47.81,59.18
0.00,-1.12,9.32,-0.72,1.34,-0.16,-4.76,-47.80,58.51
0.11,-1.45,9.38,-0.59,1.50,-0.27,-5.60,-49.83,61.23
0.13,-1.60,9.32,-0.44,1.35,-0.12,-5.60,-49.83,61.23
0.50,-1.57,8.78,-0.19,0.93,0.02,-3.02,-49.84,59.87
0.07,-2.00,8.86,0.02,1.00,0.02,-5.35,-50.94,61.11
-0.26,-1.92,9.37,0.09,0.91,0.12,-5.35,-50.94,61.11
-0.44,-1.60,9.32,0.09,1.12,0.10,-5.74,-52.18,61.93
-0.25,-1.44,9.10,0.08,1.10,0.18,-5.74,-52.18,61.93
-0.09,-1.39,9.18,0.23,0.92,0.35,-4.62,-52.28,62.32
-0.22,-1.79,9.00,0.28,0.96,0.48,-6.10,-49.64,61.76
-0.40,-2.07,8.98,0.40,0.96,0.51,-5.60,-52.06,63.00
-0.17,-2.05,9.04,0.45,0.86,0.47,-6.37,-50.26,62.31
-0.81,-2.16,9.00,0.61,0.81,0.52,-4.88,-51.00,62.44
-1.79,-2.16,8.53,0.94,0.78,0.12,-6.27,-53.56,62.09
-1.17,-1.89,9.02,1.08,0.95,0.03,-3.94,-52.98,63.67
-0.04,-1.14,10.27,0.85,0.80,0.10,-5.47,-53.63,62.49
-1.66,-1.06,8.53,1.05,0.80,0.09,-5.92,-52.03,62.73
-1.66,-1.02,8.65,1.32,0.96,-0.14,-4.36,-53.73,63.41
-0.94,-0.97,9.50,1.20,1.03,-0.13,-4.51,-53.88,63.82
-0.88,-0.86,9.73,0.99,0.92,-0.02,-1.70,-57.08,63.71
-0.92,-0.65,9.94,0.71,0.70,-0.02,-1.70,-57.08,63.71
-1.09,-0.53,9.77,0.56,0.48,-0.04,-0.98,-54.16,64.46
-1.23,-0.50,9.72,0.48,0.29,0.02,-0.98,-54.16,64.46
-1.01,-0.36,9.77,0.42,0.08,0.10,-0.75,-55.14,65.54
-0.80,0.07,10.19,0.22,-0.16,0.29,-1.48,-55.85,64.36
-1.58,-0.25,9.42,0.13,-0.34,0.27,-1.48,-55.85,64.36
-1.58,-0.27,9.17,0.15,-0.30,0.26,-0.65,-54.18,63.79
-1.57,-0.46,9.12,0.10,-0.23,0.25,-2.84,-54.80,64.22
-1.33,-0.49,8.95,0.05,-0.15,0.24,-1.41,-54.93,65.14
-1.37,-0.37,9.09,0.04,-0.08,0.22,-2.55,-54.52,64.48
-1.36,-0.48,9.19,0.03,-0.04,0.22,-1.41,-54.93,65.14
-1.34,-0.37,9.26,0.05,0.03,0.26,-1.39,-54.90,63.27
-1.48,-0.52,9.36,0.01,0.04,0.23,-0.72,-53.40,64.71
-1.53,-0.53,9.37,0.04,0.02,0.21,-1.52,-53.34,64.45
-1.52,-0.41,9.42,0.05,-0.02,0.17,-3.35,-54.44,63.82
-1.64,-0.48,9.57,0.12,-0.01,0.20,-1.87,-55.04,64.35
-1.50,-0.51,9.57,0.09,-0.05,0.15,0.62,-54.12,64.04
-1.56,-0.47,9.51,0.10,-0.09,0.21,-2.94,-53.72,65.40
-1.48,-0.57,9.39,0.14,-0.11,0.10,-2.94,-53.72,65.40
-1.48,-0.48,9.47,0.16,-0.09,0.16,-0.77,-54.82,65.00
-1.56,-0.52,9.42,0.12,-0.05,0.09,-0.77,-54.82,65.00
-1.63,-0.46,9.50,0.10,-0.03,0.15,-1.78,-54.10,64.46
-1.65,-0.54,9.65,0.04,-0.04,0.10,-1.78,-54.10,64.46
-1.66,-0.58,9.61,0.09,0.02,0.12,0.15,-54.25,64.45
-1.63,-0.57,9.66,0.08,0.02,0.11,-2.49,-53.09,63.39
-1.54,-0.46,9.83,0.07,-0.01,0.09,-1.46,-54.13,64.46
-1.78,-0.44,9.79,0.07,-0.05,0.09,-1.34,-53.67,64.59
-1.68,-0.43,9.82,0.08,-0.06,0.13,-1.31,-53.98,64.32
-1.72,-0.36,9.71,0.03,-0.06,0.05,-1.48,-53.81,64.19
-1.57,-0.49,9.71,0.02,-0.05,0.09,-1.95,-53.92,63.66
-1.41,-0.32,9.70,-0.01,-0.08,0.01,-2.66,-52.92,63.52
-1.42,-0.44,9.47,0.00,-0.07,0.07,-3.71,-53.94,63.81
-1.54,-0.45,9.57,0.01,-0.13,0.01,-2.35,-55.00,64.62
-1.47,-0.48,9.62,-0.00,-0.15,-0.01,-1.87,-52.99,64.18
-1.48,-0.49,9.53,-0.02,-0.12,0.01,-1.87,-52.99,64.18
-1.33,-0.57,9.53,-0.02,-0.15,-0.01,-1.32,-53.64,62.98
-1.41,-0.40,9.60,-0.04,-0.11,0.01,-1.32,-53.64,62.98
-1.49,-0.45,9.44,-0.02,-0.09,-0.04,-2.01,-53.13,63.65
-1.34,-0.16,9.38,-0.04,-0.07,0.00,-2.01,-53.13,63.65
-1.37,-0.33,9.43,0.03,-0.06,-0.02,-1.54,-55.05,63.67
-1.42,-0.39,9.64,-0.00,-0.07,0.02,-1.43,-52.40,64.03
-1.34,-0.34,9.68,-0.06,-0.05,0.03,-1.68,-53.15,63.38
-1.34,-0.34,9.51,-0.02,-0.03,0.03,-1.97,-53.60,63.66
-1.31,-0.31,9.60,0.01,-0.04,0.02,-1.95,-53.93,64.33
-1.35,-0.34,9.43,-0.04,-0.03,0.00,-2.64,-53.24,63.52
-1.44,-0.43,9.57,0.01,-0.04,0.01,-1.94,-53.90,62.73
-1.31,-0.40,9.59,-0.04,-0.02,0.02,-0.64,-54.16,62.85
-1.24,-0.38,9.46,-0.04,0.03,0.05,-2.14,-55.64,64.22
-1.31,-0.51,9.48,-0.02,-0.03,0.04,-1.96,-51.72,63.49
-1.23,-0.41,9.35,-0.04,-0.02,0.02,-1.37,-53.19,64.31
-1.32,-0.37,9.36,-0.04,0.03,-0.01,-1.97,-53.60,63.66
-1.36,-0.48,9.54,-0.06,0.07,0.03,-1.98,-53.61,64.06
-1.30,-0.38,9.39,-0.05,0.02,0.00,-1.98,-53.61,64.06
-1.40,-0.55,9.55,-0.01,0.03,0.00,-2.34,-52.94,63.52
-1.31,-0.57,9.68,-0.00,0.03,0.01,-2.34,-52.94,63.52
-1.37,-0.47,9.58,0.00,0.04,0.01,-1.96,-53.59,62.72
-1.37,-0.40,9.68,0.03,0.02,0.05,-1.96,-53.59,62.72
-1.43,-0.52,9.62,0.03,-0.01,0.08,-2.66,-52.92,63.52
-1.23,-0.52,9.53,0.06,0.02,0.03,-2.66,-52.92,63.52
-1.44,-0.42,9.58,0.02,0.04,0.07,-2.55,-54.52,64.48
-1.24,-0.49,9.60,0.05,-0.01,0.01,-1.30,-53.96,62.99
-1.21,-0.48,9.52,0.09,-0.04,0.02,-3.23,-53.82,63.67
-1.36,-0.57,9.56,0.10,-0.03,0.01,-2.78,-53.54,63.66
-1.26,-0.47,9.46,0.12,-0.05,-0.03,-2.61,-53.72,64.20
-1.25,-0.59,9.38,0.17,-0.04,0.06,-1.43,-52.40,64.30
-1.28,-0.54,9.48,0.20,-0.06,-0.02,0.33,-54.58,64.58
-1.38,-0.64,9.48,0.17,-0.10,-0.03,-1.90,-52.51,63.77
-1.32,-0.77,8.86,0.25,-0.00,-0.13,-3.64,-52.69,63.66
-1.24,-1.11,8.78,0.32,0.14,-0.27,-0.67,-53.86,63.78
-1.22,-1.46,8.82,0.31,0.16,-0.43,-1.68,-53.15,63.38
-1.12,-1.85,8.97,0.13,0.25,-0.63,-1.68,-53.15,63.38
-1.58,-2.10,8.56,-0.11,0.42,-1.01,-2.35,-52.96,64.18
-1.32,-2.68,8.25,-0.43,0.66,-1.47,-2.35,-52.96,64.18
-1.26,-2.61,8.28,-0.88,0.86,-1.97,-0.35,-53.88,63.24
-1.60,-2.58,8.05,-1.35,1.15,-2.46,-0.35,-53.88,63.24
-1.50,-2.97,7.73,-1.53,1.47,-3.02,0.16,-54.23,63.24
-2.10,-3.14,7.75,-1.85,1.40,-3.28,0.16,-54.23,63.24
-2.25,-2.81,8.00,-2.05,1.41,-3.40,-0.39,-55.63,64.61
-3.22,-2.91,8.82,-2.17,1.59,-3.59,-1.17,-55.89,65.29
-3.31,-2.70,9.35,-1.98,1.95,-3.72,-0.47,-56.55,64.22
-3.71,-2.62,9.48,-1.97,2.12,-3.80,-1.29,-56.51,65.43
-4.04,-2.89,10.03,-2.01,2.10,-3.83,-1.72,-57.11,65.31
-4.10,-2.81,10.69,-2.12,2.05,-3.97,-1.91,-58.83,66.14
-4.56,-2.93,11.11,-2.46,1.69,-4.03,-0.92,-61.25,65.50
-4.50,-3.20,11.33,-2.88,1.31,-4.17,-1.74,-61.22,67.12
-4.57,-3.34,11.60,-3.01,1.09,-4.13,-1.83,-62.16,67.53
-4.62,-3.47,11.40,-3.13,0.90,-4.11,-2.95,-62.07,67.01
-4.14,-4.06,11.80,-3.08,0.59,-4.19,-4.94,-61.14,67.55
-3.82,-4.60,11.85,-2.90,0.38,-4.16,-4.94,-61.14,67.55
-3.53,-5.16,11.31,-2.55,0.01,-4.21,-3.95,-61.35,66.20
-3.48,-5.21,10.99,-2.28,-0.10,-4.16,-3.95,-61.35,66.20
-3.48,-5.37,10.59,-2.12,-0.48,-4.37,-6.29,-60.07,66.21
-3.19,-5.52,10.34,-2.05,-0.80,-4.37,-6.29,-60.07,66.21
-3.28,-5.81,9.93,-2.22,-1.10,-4.37,-5.40,-59.20,66.58
-3.07,-5.52,9.38,-2.55,-1.32,-4.37,-5.40,-59.20,66.58
-2.60,-5.56,9.07,-2.78,-1.53,-4.37,-6.34,-59.26,65.26
-2.26,-6.04,8.99,-3.26,-1.80,-4.37,-6.09,-58.50,65.51
-1.63,-6.07,8.64,-3.64,-1.93,-4.37,-6.32,-57.54,65.36
-1.05,-5.95,8.66,-3.97,-1.96,-4.37,-6.04,-56.74,63.48
-0.13,-5.92,8.20,-4.08,-2.03,-4.37,-8.63,-54.35,63.60
0.27,-5.96,8.20,-3.95,-2.16,-4.37,-6.25,-54.05,63.04
0.81,-6.25,7.62,-4.05,-2.31,-4.37,-6.83,-52.57,61.95
1.36,-6.39,7.11,-4.09,-2.38,-4.37,-7.93,-52.81,62.36
1.53,-6.17,7.07,-4.12,-2.62,-4.37,-5.19,-52.82,59.93
2.02,-5.61,6.26,-4.19,-2.88,-4.37,-5.81,-51.05,60.31
2.18,-5.29,5.56,-4.37,-3.15,-4.37,-6.41,-49.43,60.03
2.46,-4.93,4.57,-4.37,-3.46,-4.37,-6.41,-49.43,60.03
2.84,-4.54,3.56,-4.37,-3.91,-4.37,-6.58,-47.03,58.39
3.93,-4.36,2.49,-4.37,-4.29,-4.37,-6.58,-47.03,58.39
4.12,-4.34,1.53,-4.31,-4.37,-4.37,-7.42,-45.96,54.77
4.32,-3.89,0.61,-3.98,-4.33,-4.37,-7.42,-45.96,54.77
3.84,-2.84,0.18,-3.76,-4.36,-4.37,-4.74,-41.10,52.80
4.02,-1.95,-1.17,-3.50,-4.36,-4.37,-4.74,-41.10,52.80
4.91,-1.79,-2.18,-3.14,-4.37,-4.37,-2.06,-42.36,50.52
5.59,-1.04,-3.06,-2.58,-4.37,-4.37,-0.59,-40.58,49.94
